onset	duration	trial_type
35.417	0.133	keypress_right
35.733	0.25	keypress_left
35.917	0.017	action_leftwalk
35.933	0.467	action_rest
36.4	3.6	action_rightwalk
36.5	0.233	keypress_jump
36.5	3.517	action_jump
36.533	3.433	loss_dying
36.7	0.117	keypress_right
38.233	0.083	keypress_jump
38.467	0.1	keypress_jump
38.65	0.1	keypress_jump
38.833	0.067	keypress_jump
39.0	0.067	keypress_jump
39.167	0.067	keypress_jump
39.7	0.233	keypress_right
39.8	0.117	keypress_runshoot
41.267	0.267	keypress_right
42.633	7.35	onscreen_enemy
42.667	0.1	action_rest
42.75	1.117	keypress_right
42.767	0.3	action_rightwalk
43.067	0.8	action_rightrun
43.067	0.8	keypress_runshoot
44.183	0.167	keypress_right
44.2	5.783	action_rightwalk
44.267	0.133	keypress_jump
44.267	0.867	action_jump
44.533	0.067	keypress_left
44.75	5.233	reward_enemykill_stomp
45.05	0.233	keypress_right
45.6	0.217	keypress_right
45.667	0.133	keypress_jump
45.667	0.8	action_jump
46.483	3.5	action_jump
46.483	3.467	loss_dying
46.783	0.2	keypress_jump
48.85	0.133	keypress_jump
50.017	0.15	keypress_jump
51.417	10.65	onscreen_enemy
51.45	0.1	action_rest
51.533	1.05	keypress_right
51.55	0.25	action_rightwalk
51.8	0.783	action_rightrun
51.8	0.75	keypress_runshoot
52.867	0.183	keypress_right
52.883	7.083	action_rightwalk
53.1	0.917	action_jump
53.1	0.15	keypress_jump
53.367	0.233	keypress_left
53.6	3.167	reward_enemykill_stomp
53.817	0.267	keypress_right
54.4	0.233	keypress_right
54.75	0.117	keypress_jump
54.75	1.6	action_jump
54.95	0.3	keypress_left
55.4	0.167	keypress_right
56.15	0.35	keypress_right
56.6	0.217	keypress_right
56.667	0.85	action_jump
56.667	0.117	keypress_jump
57.017	0.117	keypress_left
57.133	0.633	reward_enemykill_stomp
57.3	0.567	keypress_right
57.75	0.683	action_jump
57.75	0.717	keypress_jump
57.933	0.833	keypress_right
58.6	0.133	keypress_jump
58.6	0.783	action_jump
58.967	0.433	keypress_left
59.5	0.183	keypress_jump
59.5	0.833	action_jump
59.817	0.35	keypress_left
59.967	0.017	action_leftwalk
59.983	0.433	action_rest
60.0	0.967	reward_enemykill_stomp
60.4	0.167	keypress_right
60.417	8.217	action_rightwalk
60.75	0.417	keypress_right
60.967	0.5	reward_enemykill_kick
61.083	0.817	reward_enemykill_impact
61.4	0.283	keypress_right
61.817	1.1	keypress_right
62.583	0.3	keypress_jump
62.583	0.717	action_jump
63.067	0.133	keypress_left
63.267	34.417	onscreen_enemy
63.383	0.233	keypress_right
63.45	0.55	action_jump
63.45	0.15	keypress_jump
63.733	0.167	keypress_left
64.133	0.5	action_jump
64.133	0.15	keypress_jump
64.15	0.183	keypress_right
64.45	0.15	keypress_left
64.717	0.3	keypress_right
64.817	0.567	action_jump
64.817	0.167	keypress_jump
65.15	0.15	keypress_left
65.467	0.583	keypress_right
65.783	0.9	action_jump
65.783	0.517	keypress_jump
66.2	0.417	keypress_left
66.217	0.017	reward_coin
66.833	0.15	keypress_jump
66.833	1.4	action_jump
66.85	0.15	keypress_right
67.3	0.967	reward_enemykill_stomp
67.367	0.133	keypress_right
67.617	1.417	keypress_right
68.633	0.45	keypress_runshoot
68.633	0.617	action_rightrun
68.75	0.333	keypress_jump
68.75	0.483	action_jump
69.117	0.183	keypress_left
69.45	0.317	keypress_right
69.683	8.85	action_rightwalk
69.85	0.8	keypress_right
69.85	0.383	keypress_jump
69.85	0.567	action_jump
70.5	0.133	keypress_jump
70.5	0.717	action_jump
70.983	0.117	keypress_left
71.25	0.25	keypress_right
71.283	0.767	action_jump
71.283	0.35	keypress_jump
71.617	0.017	reward_coin
71.817	0.567	keypress_right
72.05	0.367	keypress_jump
72.45	1.167	keypress_right
72.467	0.533	keypress_jump
72.467	0.633	action_jump
73.217	0.967	action_jump
73.217	0.35	keypress_jump
73.883	0.017	reward_coin
73.9	1.417	keypress_right
74.283	0.75	keypress_jump
74.283	0.683	action_jump
75.15	1.183	action_jump
75.15	0.183	keypress_jump
75.4	0.233	keypress_left
75.95	0.25	keypress_right
75.967	0.7	reward_enemykill_stomp
76.417	0.483	keypress_right
76.483	0.433	keypress_jump
76.483	0.717	action_jump
77.1	0.517	keypress_right
77.35	0.267	keypress_jump
77.35	1.183	action_jump
77.733	0.633	keypress_left
78.1	0.367	reward_enemykill_stomp
78.467	3.667	reward_enemykill_kick
78.5	0.133	keypress_left
78.533	0.017	action_leftwalk
78.55	0.017	action_rest
78.567	0.717	action_leftwalk
78.667	0.583	action_jump
78.667	0.217	keypress_jump
78.867	0.117	keypress_left
78.983	1.733	reward_enemykill_impact
79.1	0.883	keypress_right
79.267	0.733	keypress_runshoot
79.283	0.017	action_rest
79.3	0.683	action_rightrun
80.45	0.3	keypress_right
80.467	0.033	action_rightwalk
80.5	0.233	keypress_runshoot
80.5	0.25	action_rightrun
81.1	0.333	keypress_right
81.117	0.833	action_rightwalk
81.3	0.633	action_jump
81.3	0.217	keypress_jump
81.483	0.817	keypress_right
81.783	0.483	keypress_runshoot
81.95	0.35	action_rightrun
82.667	0.85	keypress_right
82.683	2.967	action_rightwalk
82.733	0.333	keypress_jump
82.733	0.55	action_jump
83.367	0.717	action_jump
83.367	0.133	keypress_jump
83.683	0.3	keypress_left
84.217	0.167	keypress_jump
84.217	1.417	action_jump
84.283	0.133	keypress_right
84.617	0.1	keypress_left
84.7	1.067	reward_enemykill_stomp
84.85	1.117	keypress_right
85.55	0.483	keypress_runshoot
85.65	0.567	action_rightrun
85.75	0.45	action_jump
85.75	0.3	keypress_jump
86.083	0.6	keypress_left
86.65	0.733	action_leftwalk
86.767	0.433	action_jump
86.767	0.4	keypress_jump
86.9	0.283	keypress_left
87.367	0.167	keypress_right
87.383	0.017	action_rest
87.4	0.6	action_rightwalk
87.417	0.55	keypress_jump
87.417	0.367	action_jump
87.883	0.3	keypress_left
88.0	0.017	action_leftwalk
88.017	1.1	action_rest
88.317	0.483	keypress_jump
88.317	0.55	action_jump
88.333	0.5	keypress_left
89.1	1.483	keypress_right
89.117	0.767	action_rightwalk
89.167	0.583	keypress_jump
89.167	0.583	action_jump
89.883	0.583	keypress_runshoot
89.883	1.167	action_rightrun
90.583	1.067	action_jump
90.583	0.15	keypress_jump
90.75	0.533	keypress_left
92.233	0.4	keypress_right
92.25	2.05	action_rightwalk
92.45	0.317	keypress_jump
92.45	0.683	action_jump
92.8	0.117	keypress_left
93.417	0.167	keypress_right
93.95	0.217	keypress_right
94.3	0.2	keypress_left
94.3	0.767	action_leftwalk
94.317	0.583	action_jump
94.317	0.217	keypress_jump
94.633	0.133	keypress_right
95.05	0.9	keypress_right
95.067	0.017	action_rest
95.083	3.5	action_rightwalk
95.467	0.483	keypress_jump
95.467	0.833	action_jump
96.05	1.75	keypress_right
96.367	0.283	keypress_jump
96.367	0.7	action_jump
97.133	0.8	action_jump
97.133	0.383	keypress_jump
97.817	0.5	keypress_runshoot
98.0	0.35	keypress_jump
98.0	0.55	action_jump
98.533	0.517	keypress_left
98.583	0.3	action_rest
98.683	0.45	keypress_jump
98.683	0.567	action_jump
98.883	0.4	action_leftwalk
98.95	3.55	onscreen_powerup
99.1	0.067	reward_enemykill_stomp
99.233	0.1	keypress_right
99.283	0.017	action_rest
99.3	0.433	keypress_jump
99.3	0.533	action_jump
99.3	0.6	action_rightwalk
99.583	0.867	keypress_right
99.9	0.533	keypress_runshoot
99.9	0.55	action_rightrun
100.583	0.433	keypress_left
100.65	0.35	keypress_jump
100.65	0.767	action_jump
101.183	0.333	keypress_right
101.45	0.967	action_rightwalk
101.533	0.7	action_jump
101.533	0.283	keypress_jump
101.667	0.433	keypress_left
102.417	0.183	keypress_left
102.417	0.817	action_leftwalk
102.5	11.967	reward_powerup_taken
102.65	0.183	keypress_jump
102.65	0.55	action_jump
103.067	1.567	keypress_right
103.117	1.083	keypress_runshoot
103.233	0.017	action_rest
103.25	0.167	action_rightrun
103.417	1.633	action_rightwalk
103.417	0.817	keypress_jump
103.417	0.867	action_jump
104.0	2.15	onscreen_enemy
104.35	0.2	keypress_jump
104.35	0.617	action_jump
104.7	0.183	keypress_left
104.967	1.467	keypress_right
105.05	0.617	keypress_runshoot
105.05	1.383	action_rightrun
105.167	0.983	reward_enemykill_impact
105.35	0.333	keypress_jump
105.35	0.75	action_jump
105.9	1.733	keypress_runshoot
106.5	2.2	keypress_right
106.5	1.15	action_rightrun
106.7	0.933	action_jump
106.7	0.95	keypress_jump
107.2	17.0	onscreen_enemy
107.283	0.033	reward_coin
107.683	0.083	action_rightwalk
107.767	1.2	action_rightrun
107.767	0.967	keypress_runshoot
108.067	2.8	reward_enemykill_impact
108.483	0.467	action_jump
108.483	0.25	keypress_jump
108.767	0.367	keypress_left
108.933	0.217	keypress_jump
109.25	0.9	keypress_right
109.267	2.2	action_rightwalk
109.283	0.817	action_jump
109.283	0.55	keypress_jump
110.183	0.617	action_jump
110.183	0.267	keypress_jump
110.233	4.067	keypress_right
111.117	3.133	keypress_runshoot
111.467	2.95	action_rightrun
111.5	2.083	reward_enemykill_impact
113.667	0.95	reward_enemykill_impact
113.783	0.467	keypress_jump
113.783	0.617	action_jump
114.567	0.4	keypress_right
114.583	2.783	action_rightwalk
114.6	0.167	keypress_jump
114.6	0.467	action_jump
115.233	0.817	keypress_right
115.267	0.45	action_jump
115.267	0.15	keypress_jump
115.783	0.217	keypress_jump
115.783	1.383	action_jump
116.167	0.117	keypress_left
116.467	0.017	reward_coin
116.483	0.333	keypress_left
116.733	3.317	reward_enemykill_stomp
116.933	0.233	keypress_right
117.367	1.0	action_rightrun
117.367	0.6	keypress_right
117.367	0.7	keypress_runshoot
117.8	0.7	action_jump
117.8	0.283	keypress_jump
118.0	0.017	reward_coin
118.067	0.783	keypress_left
118.283	0.4	keypress_jump
118.633	0.683	action_leftwalk
118.833	0.1	keypress_jump
118.833	0.45	action_jump
118.983	0.15	keypress_right
119.25	1.567	keypress_right
119.317	0.017	action_rest
119.333	3.8	action_rightwalk
119.7	0.917	keypress_jump
119.7	0.867	action_jump
120.017	0.017	reward_coin
120.817	0.1	keypress_runshoot
121.1	1.367	keypress_right
121.5	0.483	action_jump
121.5	0.233	keypress_jump
122.083	0.367	keypress_jump
122.083	0.783	action_jump
123.05	0.167	keypress_right
123.133	0.167	keypress_runshoot
123.133	0.083	action_rightrun
123.217	0.017	action_rightwalk
123.367	0.6	keypress_right
123.383	0.05	action_rightwalk
123.433	0.633	keypress_runshoot
123.433	0.917	action_rightrun
123.717	0.333	keypress_jump
123.717	0.75	action_jump
123.95	0.017	reward_coin
124.05	0.417	keypress_left
124.05	0.017	reward_coin
124.583	0.6	keypress_right
124.583	0.867	action_jump
124.583	0.583	keypress_jump
124.75	10.35	onscreen_enemy
124.85	0.017	reward_coin
124.95	0.017	reward_coin
125.367	0.45	keypress_right
125.483	0.117	action_rightwalk
125.6	0.35	keypress_runshoot
125.6	0.217	action_rightrun
125.833	0.333	action_rightrun
125.833	0.783	action_jump
125.833	0.15	keypress_jump
125.967	0.467	keypress_left
126.3	3.833	reward_enemykill_stomp
126.6	0.233	keypress_right
126.65	0.317	action_rightwalk
126.95	1.0	keypress_left
126.967	0.083	action_rest
127.05	1.1	action_leftwalk
127.25	0.733	keypress_jump
127.25	0.867	action_jump
128.067	0.183	keypress_right
128.15	0.3	action_rest
128.45	0.7	action_rightwalk
129.1	0.133	keypress_right
129.15	0.083	action_rightrun
129.15	0.15	keypress_runshoot
129.233	0.383	action_rightwalk
129.583	0.867	keypress_runshoot
129.617	0.633	action_rightrun
129.617	0.633	keypress_right
130.133	4.967	reward_enemykill_kick
130.317	1.05	reward_enemykill_impact
130.583	0.7	keypress_right
130.6	0.017	action_rightwalk
130.617	0.733	keypress_runshoot
130.617	0.667	action_rightrun
131.6	3.5	action_jump
131.6	0.233	keypress_jump
131.6	3.483	action_rightrun
131.633	3.417	loss_dying
135.583	0.117	keypress_right
135.883	0.167	keypress_jump
136.617	0.233	keypress_right
137.817	8.567	onscreen_enemy
137.85	0.1	action_rest
137.933	1.283	keypress_right
137.95	0.117	action_rightwalk
138.067	1.167	keypress_runshoot
138.067	1.15	action_rightrun
139.367	0.533	action_jump
139.367	0.55	action_rightrun
139.367	0.15	keypress_jump
139.567	0.1	keypress_left
139.817	0.217	keypress_right
139.95	1.85	action_rightwalk
140.25	0.35	keypress_right
140.5	0.117	keypress_jump
140.5	1.217	action_jump
140.7	0.3	keypress_left
140.967	0.75	reward_enemykill_stomp
141.25	0.283	keypress_right
141.7	0.4	keypress_right
141.8	0.7	action_rightrun
141.8	0.35	keypress_runshoot
142.05	0.483	action_jump
142.05	0.117	keypress_jump
142.2	0.3	keypress_left
142.65	1.217	keypress_right
142.667	2.433	action_rightwalk
142.95	0.5	keypress_jump
142.95	0.617	action_jump
143.6	0.2	keypress_jump
143.6	0.817	action_jump
144.083	0.35	keypress_left
144.55	0.133	keypress_right
144.567	0.183	keypress_jump
144.567	0.833	action_jump
144.8	0.45	keypress_left
145.067	0.267	reward_enemykill_stomp
145.1	0.017	action_leftwalk
145.117	0.317	action_rest
145.333	0.533	reward_enemykill_kick
145.35	0.817	reward_enemykill_impact
145.35	2.3	keypress_right
145.433	0.183	action_rightwalk
145.617	0.65	action_rightrun
145.617	0.5	keypress_runshoot
146.3	4.167	action_rightwalk
146.417	0.95	action_jump
146.417	0.767	keypress_jump
147.383	14.733	onscreen_enemy
147.45	0.133	keypress_jump
147.45	0.533	action_jump
147.85	0.083	keypress_left
148.017	0.283	keypress_right
148.067	0.167	keypress_jump
148.067	0.567	action_jump
148.433	0.2	keypress_left
148.717	0.167	keypress_jump
148.717	0.533	action_jump
148.717	0.217	keypress_right
149.283	0.7	keypress_right
149.6	0.45	keypress_jump
149.6	0.85	action_jump
150.05	0.017	reward_coin
150.083	0.417	keypress_left
150.467	0.167	action_leftwalk
150.6	0.15	keypress_jump
150.6	1.1	action_jump
150.617	0.133	keypress_right
150.633	0.017	action_rightwalk
150.65	1.083	action_rest
150.8	0.483	keypress_right
151.067	0.8	reward_enemykill_stomp
151.65	1.617	keypress_right
151.733	6.183	action_rightwalk
152.183	0.683	action_jump
152.183	0.617	keypress_jump
152.983	1.033	action_jump
152.983	0.367	keypress_jump
153.4	0.2	keypress_left
154.05	0.333	keypress_jump
154.05	1.033	action_jump
154.7	0.333	reward_enemykill_stomp
154.817	0.333	keypress_jump
155.033	1.067	reward_enemykill_kick
155.35	1.117	action_jump
155.35	0.433	keypress_jump
156.083	0.45	keypress_jump
156.1	0.3	reward_enemykill_stomp
156.4	5.717	reward_enemykill_kick
156.733	0.867	action_jump
156.733	0.883	keypress_jump
157.717	0.183	keypress_jump
157.717	0.55	action_jump
157.917	0.017	action_leftwalk
157.917	0.067	keypress_left
157.933	0.167	action_rest
158.017	0.833	keypress_right
158.1	4.0	action_rightwalk
158.233	0.367	keypress_jump
158.6	3.467	loss_dying
158.6	3.517	action_jump
158.65	0.3	keypress_jump
159.033	0.133	keypress_jump
159.283	0.133	keypress_jump
159.367	0.167	keypress_right
159.55	0.117	keypress_jump
159.717	0.1	keypress_right
159.8	0.1	keypress_jump
159.95	0.1	keypress_right
160.033	0.167	keypress_jump
162.1	0.2	keypress_right
162.767	0.117	keypress_jump
163.367	0.2	keypress_right
164.633	0.25	keypress_right
164.767	9.8	onscreen_enemy
164.8	0.017	action_rest
164.817	0.433	action_rightwalk
165.067	1.25	keypress_right
165.25	1.017	keypress_runshoot
165.25	1.067	action_rightrun
166.4	0.167	keypress_jump
166.4	0.55	action_jump
166.4	0.567	action_rightrun
166.45	0.1	keypress_right
166.683	0.133	keypress_left
166.95	0.65	keypress_right
167.0	0.133	action_rightwalk
167.133	0.417	keypress_runshoot
167.133	1.9	action_rightrun
167.267	0.3	keypress_jump
167.267	0.967	action_jump
167.95	0.367	reward_enemykill_stomp
168.15	0.4	keypress_right
168.217	0.383	keypress_runshoot
168.433	0.183	keypress_jump
168.433	0.583	action_jump
168.717	0.1	keypress_left
168.983	0.367	keypress_right
169.067	1.533	action_rightwalk
169.067	0.733	action_jump
169.067	0.317	keypress_jump
169.8	1.25	keypress_right
169.817	0.583	action_jump
169.817	0.617	keypress_jump
170.6	1.733	action_rightrun
170.6	0.383	keypress_runshoot
170.717	0.967	action_jump
170.717	0.283	keypress_jump
171.467	0.4	keypress_right
171.7	0.233	keypress_jump
171.7	0.65	action_jump
172.033	0.333	keypress_left
172.333	0.7	action_rightwalk
172.433	0.167	keypress_jump
172.433	0.567	action_jump
172.467	0.1	keypress_right
172.667	0.45	keypress_left
173.033	0.033	action_rest
173.067	0.183	action_leftwalk
173.167	0.2	keypress_jump
173.167	0.567	action_jump
173.2	0.45	keypress_right
173.25	0.017	action_rightwalk
173.267	0.55	action_rest
173.8	0.233	keypress_right
173.817	1.783	action_rightwalk
173.833	0.167	keypress_jump
173.833	0.567	action_jump
174.283	0.85	keypress_right
174.617	19.217	onscreen_enemy
174.667	0.917	action_jump
174.667	0.533	keypress_jump
175.167	0.017	reward_coin
175.217	0.467	keypress_left
175.6	0.233	action_leftwalk
175.817	0.217	keypress_right
175.833	0.017	action_rest
175.85	0.183	keypress_jump
175.85	1.817	action_rightwalk
175.85	1.45	action_jump
176.317	3.567	keypress_right
176.35	1.067	reward_enemykill_stomp
177.133	0.167	keypress_runshoot
177.667	0.917	action_rightrun
177.667	0.467	keypress_runshoot
177.75	0.4	keypress_jump
177.75	0.817	action_jump
178.617	0.817	action_rightwalk
178.8	0.6	action_jump
178.8	0.433	keypress_jump
179.433	0.083	action_rightrun
179.433	0.75	keypress_runshoot
179.517	1.15	action_jump
179.517	1.767	action_rightwalk
179.517	0.717	keypress_jump
180.283	0.1	keypress_left
180.75	0.95	action_jump
180.75	0.65	keypress_jump
180.767	0.65	keypress_left
181.283	0.017	action_leftwalk
181.3	0.483	action_rest
181.767	0.15	keypress_left
181.783	0.583	action_leftwalk
181.817	0.567	keypress_jump
181.817	0.867	action_jump
182.05	0.633	keypress_right
182.083	0.017	reward_coin
182.367	0.017	action_rightwalk
182.383	0.45	action_rest
182.817	0.1	keypress_right
182.833	2.767	action_rightwalk
183.133	0.333	keypress_right
183.6	0.917	keypress_right
183.95	0.583	action_jump
183.95	0.6	keypress_jump
184.583	1.467	keypress_right
184.683	0.9	action_jump
184.683	0.267	keypress_jump
185.267	0.017	reward_coin
185.483	0.567	keypress_runshoot
185.6	0.45	action_rightrun
186.25	1.983	keypress_right
186.267	4.35	action_rightwalk
186.367	0.583	action_jump
186.367	0.6	keypress_jump
187.267	1.2	action_jump
187.267	0.9	keypress_jump
187.833	0.017	reward_coin
188.3	0.45	keypress_right
188.6	0.467	action_jump
188.6	0.183	keypress_jump
188.917	0.583	keypress_right
189.167	1.167	action_jump
189.167	0.283	keypress_jump
189.6	0.217	keypress_left
189.95	3.883	reward_enemykill_stomp
190.217	0.383	keypress_left
190.35	3.483	action_jump
190.35	3.45	loss_dying
190.5	0.25	keypress_jump
190.617	3.217	action_rest
191.15	0.183	keypress_runshoot
191.183	0.133	keypress_jump
191.517	0.15	keypress_jump
191.7	0.15	keypress_right
191.867	0.167	keypress_jump
191.883	0.15	keypress_runshoot
192.017	0.15	keypress_right
192.167	0.117	keypress_jump
192.183	0.1	keypress_runshoot
192.283	0.117	keypress_right
192.4	0.133	keypress_jump
192.417	0.1	keypress_runshoot
192.533	0.133	keypress_right
192.633	0.133	keypress_jump
192.667	0.1	keypress_runshoot
192.783	0.117	keypress_right
192.917	0.133	keypress_jump
192.933	0.117	keypress_runshoot
193.033	0.15	keypress_right
193.2	0.117	keypress_jump
193.217	0.083	keypress_runshoot
193.717	0.117	keypress_right
193.8	0.033	keypress_runshoot
194.5	0.2	keypress_jump
194.783	0.333	keypress_right
195.267	9.0	onscreen_enemy
195.3	0.05	action_rest
195.333	1.117	keypress_right
195.35	0.083	action_rightwalk
195.433	1.017	keypress_runshoot
195.433	1.017	action_rightrun
196.8	0.15	keypress_jump
196.8	0.9	action_jump
197.317	2.25	reward_enemykill_stomp
197.667	0.117	keypress_right
197.733	1.683	action_rightwalk
197.883	0.25	keypress_right
198.083	1.217	action_jump
198.083	0.1	keypress_jump
198.3	0.317	keypress_left
198.833	0.233	keypress_right
199.3	0.433	keypress_right
199.417	0.8	action_rightrun
199.417	0.4	keypress_runshoot
199.733	0.533	action_jump
199.733	0.15	keypress_jump
199.917	0.367	keypress_left
200.55	0.85	keypress_right
200.567	2.083	action_rightwalk
200.667	0.5	keypress_jump
200.667	0.55	action_jump
201.583	0.233	keypress_left
201.917	0.117	keypress_right
202.083	0.233	keypress_jump
202.083	0.9	action_jump
202.317	0.617	keypress_left
202.65	0.017	action_leftwalk
202.65	0.267	reward_enemykill_stomp
202.667	0.483	action_rest
202.917	0.5	reward_enemykill_kick
202.933	0.817	reward_enemykill_impact
203.117	2.533	keypress_right
203.15	0.35	action_rightwalk
203.5	0.233	keypress_runshoot
203.5	0.383	action_rightrun
203.917	16.017	action_rightwalk
204.533	0.65	action_jump
204.533	0.233	keypress_jump
205.267	20.85	onscreen_enemy
205.4	0.583	action_jump
205.4	0.183	keypress_jump
205.783	0.217	keypress_left
206.1	0.133	keypress_jump
206.1	0.483	action_jump
206.1	0.117	keypress_right
206.6	0.35	keypress_right
206.75	0.567	action_jump
206.75	0.167	keypress_jump
207.317	0.633	keypress_right
207.55	0.883	action_jump
207.55	0.483	keypress_jump
208.017	0.017	reward_coin
208.05	0.4	keypress_left
208.567	1.35	action_jump
208.567	0.15	keypress_jump
208.583	0.133	keypress_right
208.733	0.1	keypress_right
209.05	0.967	reward_enemykill_stomp
209.617	2.2	keypress_right
210.5	0.55	keypress_jump
210.5	0.65	action_jump
211.217	0.883	action_jump
211.217	0.217	keypress_jump
212.083	1.2	keypress_right
212.2	0.55	action_jump
212.2	0.367	keypress_jump
213.45	0.883	action_jump
213.45	0.5	keypress_jump
213.533	1.733	keypress_right
213.9	0.017	reward_coin
214.417	0.633	action_jump
214.417	0.517	keypress_jump
215.05	0.183	keypress_jump
215.517	0.383	keypress_right
215.717	0.567	action_jump
215.717	0.167	keypress_jump
216.35	0.45	keypress_jump
216.35	0.567	action_jump
216.417	1.117	keypress_right
217.217	0.283	keypress_jump
217.217	1.317	action_jump
217.7	0.317	keypress_left
218.15	0.617	reward_enemykill_stomp
219.3	0.817	keypress_runshoot
219.4	0.733	keypress_jump
219.4	0.867	action_jump
219.933	0.4	keypress_left
219.933	0.017	action_leftwalk
219.95	0.35	action_rest
220.3	2.75	action_leftwalk
220.55	0.983	keypress_left
220.567	0.7	action_jump
220.567	0.283	keypress_jump
221.5	0.483	action_jump
221.5	0.133	keypress_jump
221.683	0.167	keypress_left
222.083	0.467	keypress_left
223.033	0.25	keypress_right
223.05	0.017	action_rest
223.067	0.2	action_rightwalk
223.267	0.083	keypress_runshoot
223.267	0.017	action_rightrun
223.283	5.483	action_rightwalk
223.6	0.233	keypress_right
223.95	0.3	keypress_right
224.133	0.15	keypress_jump
224.133	0.833	action_jump
224.617	0.367	keypress_left
224.617	0.45	reward_enemykill_stomp
225.117	0.3	keypress_right
225.2	0.183	keypress_jump
225.2	0.867	action_jump
225.717	0.4	reward_enemykill_stomp
225.75	0.717	keypress_right
226.333	0.483	action_jump
