trial_type	game	level	stim_file	onset	sample	nframes	offset	duration	key	question	value
gym-retro_game	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_001.bk2	0.017799854278564453	282932.365598894	1541.0	25.663359880447388	25.645560026168823			
keypress				0.39994287490844727	282933.081227915		0.7333638668060303	0.333420991897583	r		
keypress				1.1335139274597168	282934.164365365		1.8165178298950195	0.6830039024353027	l		
keypress				2.4851648807525635	282934.981056843		2.633208990097046	0.14804410934448242	b		
keypress				3.18316388130188	282935.780531227		3.418630838394165	0.23546695709228516	l		
keypress				3.6163878440856934	282936.114094058		3.766244888305664	0.1498570442199707	b		
keypress				4.1662938594818115	282936.730717239		4.382869005203247	0.21657514572143555	b		
keypress				4.668612957000732	282937.297096031		4.949250936508179	0.2806379795074463	b		
keypress				5.186813831329346	282937.730539833		5.382692813873291	0.1958789825439453	b		
keypress				5.684709787368774	282938.263571222		5.915729999542236	0.23102021217346191	b		
keypress				6.182480812072754	282938.74700839		6.399163007736206	0.21668219566345215	b		
keypress				6.690837860107422	282939.213364526		6.851463794708252	0.16062593460083008	b		
keypress				7.1824798583984375	282939.796939628		7.434960842132568	0.25248098373413086	b		
keypress				14.181817770004272	282947.329136407		14.981298923492432	0.7994811534881592	b		
keypress				15.648177862167358	282948.21243335		15.864595890045166	0.21641802787780762	b		
keypress				13.398484945297241	282948.279207569		15.93136978149414	2.5328848361968994	r		
keypress				16.516905784606934	282948.912179803		16.56434178352356	0.04743599891662598	b		
keypress				17.91684579849243	282950.345386919		17.99750590324402	0.08066010475158691	b		
keypress				17.54765796661377	282950.345389818		17.997559785842896	0.449901819229126	r		
keypress				18.864237785339355	282951.812101082		19.464253902435303	0.6000161170959473	l		
keypress				19.53315281867981	282952.761904635		20.414066791534424	0.8809139728546143	r		
keypress				20.61404585838318	282953.078503725		20.730665922164917	0.11662006378173828	b		
keypress				20.814019918441772	282953.245172357		20.882799863815308	0.06877994537353516	r		
keypress				21.46673083305359	282954.06166341		21.7138249874115	0.24709415435791016	b		
keypress				21.247512817382812	282954.094832466		21.746994972229004	0.4994821548461914	r		
keypress				22.516002893447876	282954.911708061		22.563857793807983	0.04785490036010742	r		
gym-retro_game	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	25.680874824523926	282958.028675469		60.01012086868286	34.329246044158936			
keypress				29.92946982383728	282962.610665212		30.26282787322998	0.3333580493927002	b		
keypress				27.715606927871704	282962.627351459		30.279513835906982	2.5639069080352783	r		
keypress				30.548491954803467	282962.993702781		30.64586591720581	0.09737396240234375	b		
keypress				30.548585891723633	282963.027302171		30.67946481704712	0.13087892532348633	r		
keypress				31.496086835861206	282963.926844861		31.579007863998413	0.08292102813720703	b		
keypress				31.39591884613037	282963.943790286		31.595953941345215	0.20003509521484375	r		
keypress				32.21272587776184	282964.977048001		32.62919998168945	0.4164741039276123	semicolon		
keypress				32.745707988739014	282965.826880107		33.47901487350464	0.733306884765625	l		
keypress				33.764715909957886	282966.310152604		33.96230483055115	0.19758892059326172	r		
keypress				34.2122368812561	282966.676886096		34.328983783721924	0.11674690246582031	b		
keypress				34.795291900634766	282967.709906695		35.34760093688965	0.5523090362548828	r		
keypress				37.16411900520325	282969.609549509		37.26170086860657	0.09758186340332031	b		
keypress				37.96397590637207	282971.309616091		38.96178078651428	0.9978048801422119	b		
keypress				39.6114399433136	282972.342650741		39.994812965393066	0.3833730220794678	b		
keypress				40.98014783859253	282973.809130504		41.46129298210144	0.48114514350891113	b		
keypress				42.894431829452515	282975.758939593		43.41110277175903	0.5166709423065186	b		
keypress				45.277458906173706	282978.275140267		45.92730498313904	0.649846076965332	b		
keypress				36.44547080993652	282979.308331028		46.960492849349976	10.515022039413452	r		
keypress				46.99632287025452	282979.391499716		47.043659925460815	0.04733705520629883	b		
keypress				47.1774628162384	282979.575122186		47.22728490829468	0.049822092056274414	r		
keypress				47.76066184043884	282980.691665029		48.34377884864807	0.5831170082092285	l		
keypress				48.32716989517212	282980.774739384		48.426891803741455	0.09972190856933594	b		
keypress				48.443808794021606	282980.958275851		48.61042785644531	0.16661906242370605	r		
keypress				48.56024193763733	282981.541125585		49.17993998527527	0.6196980476379395	l		
keypress				49.46045184135437	282982.124827327		49.776941776275635	0.31648993492126465	r		
keypress				50.210304975509644	282982.891353896		50.5435049533844	0.33319997787475586	b		
keypress				50.960184812545776	282983.591288183		51.24344182014465	0.28325700759887695	r		
keypress				51.56014895439148	282984.441407414		52.0935378074646	0.5333888530731201	b		
keypress				51.57684397697449	282984.741198374		52.39334988594055	0.8165059089660645	r		
keypress				52.79555082321167	282985.374367869		53.026519775390625	0.23096895217895508	r		
keypress				52.81214094161987	282985.807511546		53.45966291427612	0.64752197265625	l		
keypress				53.7431538105011	282986.358484008		54.01056098937988	0.2674071788787842	r		
keypress				54.21182990074158	282987.074079949		54.726233959198	0.5144040584564209	l		
keypress				56.92589998245239	282990.007096745		57.65925884246826	0.7333588600158691	b		
keypress				58.12576699256897	282990.92389542		58.575894832611084	0.45012784004211426	b		
keypress				54.79294800758362	282990.923898879		58.57595181465149	3.783003807067871	r		
questionnaire-value-change	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	60.525388956069946	282992.873186988					0.0	3.0
keypress				59.87553882598877	282992.956601432		60.59203577041626	0.7164969444274902	r		
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.17912983894348	282993.526927216					0.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.17913794517517	282993.526933725					1.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.179141998291016	282993.526938205					2.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.17914700508118	282993.526942534					3.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.17915081977844	282993.526946602					4.0	3.0
questionnaire-answer	SuperMarioBros-Nes	Level1-1	/home/himanshu/Desktop/IBC/cognitive_protocols/mario/output/sourcedata/sub-99/ses-99/sub-99_ses-99_20230322-150005_SuperMarioBros-Nes_Level1-1_002.bk2	61.17915487289429	282993.526950575					5.0	3.0
